"SQINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"45000","South Carolina","1","Personal income (millions of dollars, seasonally adjusted)",149317.2,151826.1,153340.4,154438.5,158873.2,160660.5,161503.0,162032.7,167273.2,168656.2,168357.6,172453.6,169424.2,170525.2,172570.3,173949.2,177753.3,181911.4,184521.5,187144.4,190533.9,193116.9,195871.6,197934.0,199809.9,201090.3,203027.2,204934.0,209172.6,211353.4,213510.1,216469.3,218497.2,221093.1,224117.9,226550.5,231790.7,233528.3,235058.2,237397.5,242424.0,263678.4,248183.1,248008.9,284150.5,262121.5
"45000","South Carolina","2","Population (midperiod, persons) 1/",4620101,4630547,4641204,4651199,4659699,4668043,4679054,4691313,4702509,4713302,4725907,4738826,4749515,4760425,4774621,4790720,4805118,4819379,4836452,4854882,4871050,4887380,4905087,4922685,4938529,4954532,4971806,4988847,5003954,5018944,5035988,5053154,5068021,5083453,5100743,5118227,5133526,5149267,5166699,5184034,5198709,5211779,5226660,5243144,5256371,5270105
"45000","South Carolina","3","Per capita personal income (dollars) 2/",32319,32788,33039,33204,34095,34417,34516,34539,35571,35783,35624,36392,35672,35821,36143,36310,36992,37746,38152,38548,39116,39513,39932,40209,40459,40587,40836,41078,41801,42111,42397,42838,43113,43493,43938,44263,45152,45352,45495,45794,46632,50593,47484,47302,54058,49737
"46000","South Dakota","1","Personal income (millions of dollars, seasonally adjusted)",32906.6,33535.6,34319.8,34454.0,36396.2,36513.2,36877.4,37584.5,37939.7,38155.4,36471.6,38810.1,38379.9,38491.3,38423.1,38169.3,39393.6,40335.8,40446.3,40833.2,41341.0,41628.1,42059.1,42622.4,41913.6,42104.1,42542.5,42786.9,43388.3,43739.1,43885.5,44239.3,45216.4,45455.2,45800.4,47656.0,48084.2,47865.0,48941.7,49300.3,51399.2,54449.0,51609.7,54224.8,58983.0,55999.3
"46000","South Dakota","2","Population (midperiod, persons) 1/",813122,815189,817261,819263,820981,822763,825097,827728,830146,832573,835136,837520,839507,841590,843707,845593,847176,848794,850465,851895,852912,854034,855900,858288,860370,862518,865092,867763,870074,872423,874559,876143,877305,878630,880483,882561,884268,886104,888036,889759,891075,892182,893369,894597,895568,896770
"46000","South Dakota","3","Per capita personal income (dollars) 2/",40470,41138,41994,42055,44333,44379,44695,45407,45702,45828,43672,46339,45717,45736,45541,45139,46500,47521,47558,47932,48470,48743,49140,49660,48716,48815,49177,49307,49867,50135,50180,50493,51540,51734,52017,53997,54377,54017,55112,55409,57682,61029,57770,60614,65861,62446
"47000","Tennessee","1","Personal income (millions of dollars, seasonally adjusted)",222932.4,226932.4,229784.0,231883.1,237877.8,240428.4,243124.1,245040.2,250176.4,253854.7,253963.2,259888.3,255561.6,255990.8,256858.5,258604.5,262821.4,266253.1,268547.6,271532.9,276483.2,280177.2,282989.8,285474.3,287292.4,288827.4,291361.5,293478.2,298054.0,301240.4,304239.8,308716.5,314085.7,317891.0,322308.6,325511.8,331491.2,333348.8,335332.8,338828.2,342779.9,364158.4,350696.9,348550.1,399758.7,369916.1
"47000","Tennessee","2","Population (midperiod, persons) 1/",6340438,6350824,6362086,6374223,6384259,6394524,6407965,6422620,6435772,6448766,6462115,6473762,6482300,6491499,6503636,6516790,6527636,6538608,6552182,6566296,6577319,6588896,6603224,6618193,6630836,6643997,6660163,6677315,6691842,6706488,6723622,6740647,6754715,6769854,6785603,6799757,6811165,6823430,6839050,6855807,6869301,6881164,6895106,6910829,6922373,6935011
"47000","Tennessee","3","Per capita personal income (dollars) 2/",35160,35733,36118,36378,37260,37599,37941,38153,38873,39365,39300,40145,39425,39435,39495,39683,40263,40720,40986,41353,42036,42523,42856,43135,43327,43472,43747,43952,44540,44918,45249,45799,46499,46957,47499,47871,48669,48854,49032,49422,49900,52921,50862,50435,57749,53340
"48000","Texas","1","Personal income (millions of dollars, seasonally adjusted)",955459.7,976997.7,996275.5,1011927.6,1055970.4,1071395.6,1087986.3,1094260.7,1133784.6,1147435.9,1143935.9,1185744.5,1161145.8,1179827.0,1192380.3,1206008.9,1242659.3,1268289.2,1287005.1,1300593.8,1306067.6,1299142.8,1301320.4,1295509.6,1280221.3,1285282.1,1300615.0,1319804.7,1353204.4,1374985.5,1398719.6,1424387.6,1456344.8,1472582.2,1494572.0,1508987.5,1530537.5,1537387.1,1546345.1,1561813.1,1570524.9,1659472.7,1628647.2,1615895.7,1822541.0,1714493.9
"48000","Texas","2","Population (midperiod, persons) 1/",25092384,25193534,25296391,25402010,25499168,25595081,25703902,25817621,25924635,26029555,26138928,26243963,26336948,26430062,26543248,26669434,26786541,26902775,27031296,27163480,27284209,27405449,27528149,27644151,27750654,27857845,27965345,28065522,28155090,28243338,28336925,28425791,28503171,28582279,28673803,28769210,28853875,28940565,29040906,29145907,29239757,29322694,29406563,29495549,29578917,29665740
"48000","Texas","3","Per capita personal income (dollars) 2/",38078,38780,39384,39837,41412,41859,42328,42384,43734,44082,43764,45182,44088,44640,44922,45221,46391,47143,47612,47880,47869,47405,47272,46864,46133,46137,46508,47026,48063,48684,49360,50109,51094,51521,52123,52451,53044,53122,53247,53586,53712,56593,55384,54784,61616,57794
"49000","Utah","1","Personal income (millions of dollars, seasonally adjusted)",87832.8,88504.0,89913.0,91506.8,94586.3,95878.9,97049.1,97912.5,100978.9,102270.0,101873.8,106840.4,104333.2,105955.5,107138.4,107277.7,110039.9,111609.7,113223.5,115607.6,118947.0,120731.4,122070.5,123607.8,126325.0,127076.6,128298.6,129825.6,132852.5,134742.5,136423.2,138616.8,143304.6,145272.6,147419.4,149308.8,155444.5,156746.0,157675.1,159474.6,166006.4,175132.0,167365.7,170121.3,190018.7,176103.5
"49000","Utah","2","Population (midperiod, persons) 1/",2757555,2769608,2780673,2790775,2800091,2809694,2819963,2830078,2839551,2849129,2860211,2871895,2882301,2893049,2903938,2914286,2923667,2933273,2944458,2956304,2966905,2977851,2991514,3006978,3021499,3036457,3052014,3067333,3081534,3095919,3110283,3123600,3135757,3148477,3161485,3173915,3185319,3197157,3209758,3222326,3233763,3244602,3255803,3267452,3277945,3289256
"49000","Utah","3","Per capita personal income (dollars) 2/",31852,31955,32335,32789,33780,34124,34415,34597,35562,35895,35618,37202,36198,36624,36894,36811,37638,38050,38453,39105,40091,40543,40806,41107,41809,41850,42037,42325,43112,43523,43862,44377,45700,46141,46630,47042,48800,49027,49124,49491,51335,53976,51405,52065,57969,53539
"50000","Vermont","1","Personal income (millions of dollars, seasonally adjusted)",25550.5,26103.3,26388.2,26518.2,27233.8,27579.1,27785.2,28164.1,28214.0,28587.8,28334.1,29081.7,28613.5,28969.9,29021.5,29252.5,29405.1,29939.4,30475.9,30963.3,30777.6,31011.9,31189.0,31337.5,31375.8,31470.5,31642.7,31813.6,32007.8,32243.3,32502.7,32870.8,32974.8,33280.8,33627.7,33865.5,34259.6,34452.8,34623.3,34942.7,35158.3,39513.8,36525.5,36379.4,40579.5,37590.8
"50000","Vermont","2","Population (midperiod, persons) 1/",625655,625810,626136,626565,626758,627011,627156,627022,626744,626456,626500,626676,626557,626526,626547,626431,626083,625788,625816,625973,625838,625767,625695,625415,624933,624505,624544,624838,624891,624990,625187,625186,624925,624794,624795,624709,624370,624096,624124,624193,623958,623554,623333,623198,622747,622405
"50000","Vermont","3","Per capita personal income (dollars) 2/",40838,41711,42145,42323,43452,43985,44303,44917,45017,45634,45226,46406,45668,46239,46320,46697,46967,47843,48698,49464,49178,49558,49847,50107,50207,50393,50665,50915,51221,51590,51989,52578,52766,53267,53822,54210,54871,55204,55475,55981,56347,63369,58597,58375,65162,60396
"51000","Virginia","1","Personal income (millions of dollars, seasonally adjusted)",357710.2,364232.7,367811.4,371227.6,380593.8,383859.9,388666.0,390818.1,398734.9,401952.9,402135.2,413895.9,400197.0,401232.5,401336.7,403971.0,411129.0,417013.7,421932.2,427243.5,431878.1,437421.6,440870.0,442921.3,444498.7,447362.4,451539.2,455920.1,460126.4,464680.2,469415.9,475528.0,477846.1,482432.9,487585.6,491882.7,497697.8,500614.0,503441.2,508650.2,516718.6,545523.0,532894.7,533888.6,586029.4,550829.3
"51000","Virginia","2","Population (midperiod, persons) 1/",7989609,8012406,8035018,8055859,8074125,8092468,8113994,8136256,8156690,8176769,8197539,8216385,8231447,8247055,8264158,8280569,8294237,8307925,8323423,8338128,8349201,8360749,8374641,8388396,8399428,8411022,8425474,8440409,8452195,8463985,8477180,8488626,8496553,8505530,8517781,8530633,8540136,8550529,8563151,8575252,8583347,8588604,8594104,8600325,8604790,8610911
"51000","Virginia","3","Per capita personal income (dollars) 2/",44772,45459,45776,46082,47137,47434,47901,48034,48884,49158,49056,50374,48618,48652,48564,48785,49568,50195,50692,51240,51727,52318,52643,52802,52920,53188,53592,54016,54439,54901,55374,56019,56240,56720,57243,57661,58278,58548,58792,59316,60200,63517,62007,62078,68105,63969
"53000","Washington","1","Personal income (millions of dollars, seasonally adjusted)",280621.4,284285.4,287300.3,290112.4,298324.2,299671.0,302675.8,307632.4,319431.3,324773.2,325372.0,337218.9,328722.9,331542.2,336183.4,338606.2,348896.0,356134.2,364020.1,369712.3,375275.0,379570.6,383645.8,386140.9,395738.0,399129.2,403599.3,408630.6,419580.3,423413.0,427814.4,434326.2,446616.3,451571.1,457410.8,461429.8,474638.1,478075.1,480745.1,485905.2,498786.6,533033.0,517545.2,516399.5,571461.5,546255.6
"53000","Washington","2","Population (midperiod, persons) 1/",6715990,6733640,6754639,6776731,6796515,6816672,6837203,6855817,6872679,6889589,6908431,6926861,6941917,6957544,6978453,7002593,7024167,7046003,7072632,7101606,7127237,7153455,7184839,7218992,7250685,7283030,7317043,7350506,7380986,7411604,7441358,7467379,7490174,7514032,7538748,7561779,7581809,7602731,7625982,7649029,7668664,7685747,7702749,7720285,7736762,7754761
"53000","Washington","3","Per capita personal income (dollars) 2/",41784,42219,42534,42810,43894,43961,44269,44872,46478,47140,47098,48683,47353,47652,48174,48354,49671,50544,51469,52060,52654,53061,53397,53490,54579,54803,55159,55592,56846,57128,57491,58163,59627,60097,60675,61021,62602,62882,63040,63525,65042,69353,67190,66889,73863,70441
"54000","West Virginia","1","Personal income (millions of dollars, seasonally adjusted)",59466.0,60351.4,61473.5,61724.3,62998.6,64039.4,64753.0,65118.1,65490.9,66139.4,65552.5,66411.3,65517.2,65636.9,65479.4,65657.6,66405.1,67528.9,68169.4,68954.1,69060.6,69456.0,69251.4,68946.3,68083.9,68416.0,68739.3,69281.3,70454.2,70957.0,71713.7,72465.3,73883.4,74289.1,75133.5,75805.5,75721.6,76124.0,76438.4,76914.0,76634.8,87151.3,79065.3,78364.7,91270.7,82264.7
"54000","West Virginia","2","Population (midperiod, persons) 1/",1852361,1853618,1854866,1855726,1855895,1856234,1856937,1857385,1857328,1857306,1857480,1857212,1855941,1854979,1854470,1853790,1852355,1851065,1850033,1848649,1846273,1844170,1842229,1839797,1836632,1833690,1831002,1827935,1824040,1820290,1817378,1814503,1810765,1807404,1804904,1802547,1799386,1796494,1794410,1792515,1789633,1786411,1783796,1781568,1778133,1775108
"54000","West Virginia","3","Per capita personal income (dollars) 2/",32103,32559,33142,33262,33945,34500,34871,35059,35261,35610,35291,35759,35301,35384,35309,35418,35849,36481,36848,37300,37405,37662,37591,37475,37070,37311,37542,37901,38625,38981,39460,39937,40802,41103,41627,42055,42082,42374,42598,42908,42822,48786,44324,43986,51330,46343
"55000","Wisconsin","1","Personal income (millions of dollars, seasonally adjusted)",218280.1,221682.8,224249.7,227718.0,232625.9,234444.1,237874.4,236790.7,243324.5,245255.9,244138.5,252250.1,245126.1,247482.6,248871.3,249909.4,252761.5,257421.5,259671.8,263536.2,266327.0,268965.8,270985.9,272536.8,272363.6,273094.7,274969.0,277071.3,279248.6,282699.9,285761.4,290189.1,292890.5,295748.3,299560.9,302720.8,305066.2,307075.5,308991.8,311764.0,315239.7,336606.7,319962.0,325199.5,360791.0,334840.9
"55000","Wisconsin","2","Population (midperiod, persons) 1/",5685016,5688836,5693358,5697978,5700572,5703680,5708368,5712778,5715700,5718783,5724075,5729554,5732112,5735486,5740541,5745383,5748087,5751138,5755512,5759145,5759966,5761488,5765212,5769079,5770861,5773278,5778254,5783810,5787016,5790506,5795993,5801021,5803390,5806869,5812043,5816789,5819098,5822288,5827061,5831389,5832860,5832853,5834484,5837390,5837002,5837570
"55000","Wisconsin","3","Per capita personal income (dollars) 2/",38396,38968,39388,39965,40807,41104,41671,41449,42571,42886,42651,44026,42764,43149,43353,43497,43973,44760,45117,45760,46238,46683,47004,47241,47196,47303,47587,47905,48254,48821,49303,50024,50469,50931,51541,52043,52425,52741,53027,53463,54045,57709,54840,55710,61811,57360
"56000","Wyoming","1","Personal income (millions of dollars, seasonally adjusted)",25491.3,26069.2,26717.1,27037.5,28201.8,28448.7,28946.9,29549.2,30517.8,31226.6,30746.5,32307.7,30923.8,31067.0,31258.0,31711.5,32605.0,33405.1,33915.9,34271.4,34173.2,33835.2,33765.7,33272.9,31660.5,31698.2,31973.2,32302.2,32233.4,32688.0,33104.7,33647.8,34128.2,34501.0,34922.2,35212.1,35283.6,35335.7,35444.1,35634.6,35576.6,37267.7,35407.2,35827.5,39704.7,37141.5
"56000","Wyoming","2","Population (midperiod, persons) 1/",563194,564159,564988,565795,566420,567107,568687,571056,573272,575512,577517,579111,580443,581852,582749,582992,583010,583076,583678,584599,585249,585971,586326,586109,585705,585356,584677,583471,582027,580611,579950,579830,579428,579127,579279,579630,579763,579955,580530,581287,581779,582157,582693,583332,583653,584090
"56000","Wyoming","3","Per capita personal income (dollars) 2/",45262,46209,47288,47787,49790,50165,50901,51745,53234,54259,53239,55788,53276,53393,53639,54394,55925,57291,58107,58624,58391,57742,57589,56769,54055,54152,54685,55362,55381,56299,57082,58031,58900,59574,60286,60749,60859,60928,61055,61303,61151,64017,60765,61419,68028,63589
"91000","New England","1","Personal income (millions of dollars, seasonally adjusted)",736191.0,751516.7,759815.3,762248.1,770779.0,785287.7,786201.2,787820.1,797753.6,807338.3,802464.6,828974.7,800116.2,805923.3,809561.5,815365.6,825683.1,838104.7,851896.1,867499.9,873626.3,884060.7,889428.3,899788.5,903107.7,907976.1,915950.8,924239.1,930796.6,939863.1,950468.4,963860.3,973320.1,984742.0,996634.6,1003538.5,1018288.9,1023157.1,1026179.3,1036488.5,1043044.8,1130372.2,1088130.7,1084562.9,1182681.9,1125652.4
"91000","New England","2","Population (midperiod, persons) 1/",14440338,14457520,14480186,14498129,14510835,14524455,14542087,14559120,14572307,14585598,14603232,14620167,14629762,14641160,14657944,14675455,14687658,14700534,14714432,14724336,14727204,14731501,14740997,14750616,14755019,14760801,14772672,14785808,14793013,14800693,14813018,14823756,14827955,14834533,14843022,14848045,14846915,14847616,14853449,14859307,14857845,14851522,14845664,14840425,14832432,14827598
"91000","New England","3","Per capita personal income (dollars) 2/",50982,51981,52473,52576,53117,54067,54064,54112,54744,55352,54951,56701,54691,55045,55230,55560,56216,57012,57895,58916,59321,60012,60337,61000,61207,61513,62003,62509,62921,63501,64164,65021,65641,66382,67145,67587,68586,68911,69087,69753,70202,76112,73296,73082,79736,75916
"92000","Mideast","1","Personal income (millions of dollars, seasonally adjusted)",2253950.7,2298067.0,2311155.1,2325229.0,2399044.6,2408431.7,2427828.8,2433883.1,2482891.0,2507412.1,2506660.1,2582762.4,2516358.2,2541980.2,2550329.7,2569841.7,2602440.0,2633380.9,2670913.0,2704275.3,2733752.2,2762217.2,2785673.0,2794649.6,2821848.7,2838027.8,2869306.5,2899855.9,2936309.3,2971545.9,3005460.5,3045909.1,3063100.7,3091676.1,3129820.4,3154849.5,3175970.3,3197258.4,3215565.4,3246701.9,3237863.1,3538690.9,3459609.9,3375267.3,3743513.4,3543274.7
"92000","Mideast","2","Population (midperiod, persons) 1/",48118838,48174798,48242570,48310633,48361808,48413052,48473243,48526432,48567207,48605561,48655957,48701325,48722541,48746267,48783933,48820077,48838609,48856816,48886814,48912073,48913933,48918063,48934500,48946969,48941916,48939349,48953038,48967731,48962414,48956279,48967565,48976908,48964004,48956547,48957734,48950650,48922867,48899451,48890536,48879157,48843670,48789400,48741471,48702817,48648405,48599303
"92000","Mideast","3","Per capita personal income (dollars) 2/",46841,47703,47907,48131,49606,49748,50086,50156,51123,51587,51518,53033,51647,52147,52278,52639,53287,53900,54635,55289,55889,56466,56927,57095,57657,57991,58613,59220,59971,60698,61377,62191,62558,63151,63929,64450,64918,65384,65771,66423,66290,72530,70979,69303,76950,72908
"93000","Great Lakes","1","Personal income (millions of dollars, seasonally adjusted)",1735511.3,1768055.6,1792177.7,1810064.3,1857112.2,1868555.2,1890500.7,1900471.9,1932755.0,1953445.6,1949224.1,2007376.4,1973580.4,1989746.2,1997306.0,2007342.2,2035927.1,2068044.4,2092415.5,2120201.3,2144199.7,2165247.1,2181781.4,2196708.8,2193966.0,2204444.8,2219764.7,2236903.7,2250597.0,2271177.5,2294994.7,2329146.9,2349470.1,2374161.2,2403214.1,2429640.7,2442415.9,2454452.0,2472053.1,2494748.9,2509448.1,2754357.7,2627257.6,2609684.1,2942738.2,2743521.1
"93000","Great Lakes","2","Population (midperiod, persons) 1/",46418355,46430573,46456229,46483512,46494855,46508190,46534234,46558205,46570634,46582452,46614573,46651207,46664802,46683303,46713523,46740876,46751328,46763104,46784163,46798754,46791096,46787549,46801922,46818484,46818380,46822043,46842030,46863222,46865654,46869144,46887393,46901525,46894632,46895059,46907815,46916467,46905807,46901068,46907490,46909344,46888521,46854355,46831885,46819953,46783796,46754456
"93000","Great Lakes","3","Per capita personal income (dollars) 2/",37388,38080,38578,38940,39942,40177,40626,40819,41502,41935,41816,43029,42293,42622,42756,42946,43548,44224,44725,45305,45825,46278,46617,46920,46861,47081,47388,47733,48022,48458,48947,49660,50101,50627,51233,51787,52071,52333,52701,53182,53519,58786,56100,55739,62901,58679
"94000","Plains","1","Personal income (millions of dollars, seasonally adjusted)",799622.2,815035.8,826508.0,838199.0,864740.4,873488.9,884432.5,891326.3,914665.4,925923.4,919437.4,950563.1,930847.8,938538.8,943446.8,944837.3,956104.5,976408.6,987966.9,998765.4,1005124.8,1008551.2,1015252.3,1019041.6,1015649.2,1020210.7,1027376.1,1033175.9,1039282.8,1048879.7,1058512.8,1074533.2,1083932.2,1095293.3,1108562.7,1128847.8,1132152.8,1132362.7,1147702.6,1156156.6,1170037.7,1266433.5,1197746.5,1217792.9,1354382.8,1274188.3
"94000","Plains","2","Population (midperiod, persons) 1/",20489764,20521048,20553475,20583399,20605981,20630084,20660837,20691328,20716327,20741700,20775474,20810257,20834361,20861225,20894355,20926988,20951788,20977765,21009511,21039576,21059307,21081471,21109559,21136173,21155083,21176213,21204061,21231536,21250132,21269788,21295775,21319421,21333254,21350950,21374579,21396520,21409570,21425697,21447257,21467172,21476666,21480669,21489394,21501943,21504094,21510233
"94000","Plains","3","Per capita personal income (dollars) 2/",39025,39717,40213,40722,41966,42341,42807,43077,44152,44641,44256,45678,44678,44990,45153,45149,45634,46545,47025,47471,47728,47841,48094,48213,48010,48177,48452,48662,48907,49313,49705,50402,50810,51300,51864,52758,52881,52851,53513,53857,54479,58957,55737,56636,62983,59236
"95000","Southeast","1","Personal income (millions of dollars, seasonally adjusted)",2827411.1,2877411.7,2913233.7,2939289.8,3002865.7,3025743.0,3052869.8,3072550.0,3130310.3,3162351.1,3156154.7,3246847.2,3162992.6,3178949.3,3196197.4,3217024.0,3285991.7,3346232.1,3392284.3,3441918.6,3489142.8,3527049.5,3557980.1,3583014.3,3598447.5,3620212.2,3653244.1,3690916.8,3752802.6,3800565.6,3845245.8,3896962.7,3945164.9,3988980.5,4036623.4,4078375.1,4148297.4,4175189.3,4203536.8,4243166.1,4305934.3,4642988.6,4463225.6,4418537.7,5027329.9,4678714.2
"95000","Southeast","2","Population (midperiod, persons) 1/",78306504,78481825,78667033,78841377,78988815,79135687,79315257,79502714,79670692,79833515,80017575,80196317,80335928,80480238,80661041,80853966,81017502,81179676,81382892,81600800,81780034,81962943,82183301,82414805,82616372,82821647,83042090,83252290,83428839,83604054,83799727,83982518,84127103,84281336,84459794,84633542,84771237,84916881,85093670,85272267,85408249,85516786,85641725,85783025,85888788,86006884
"95000","Southeast","3","Per capita personal income (dollars) 2/",36107,36663,37032,37281,38016,38235,38490,38647,39291,39612,39443,40486,39372,39500,39625,39788,40559,41220,41683,42180,42665,43032,43293,43475,43556,43711,43993,44334,44982,45459,45886,46402,46895,47329,47793,48189,48935,49168,49399,49760,50416,54293,52115,51508,58533,54399
"96000","Southwest","1","Personal income (millions of dollars, seasonally adjusted)",1370530.9,1401120.1,1427100.3,1448394.1,1499924.8,1520320.7,1542248.7,1552629.7,1600669.7,1619883.0,1614121.6,1670877.7,1641072.7,1665553.1,1681069.3,1698453.9,1747668.3,1781069.9,1806724.8,1825949.8,1829398.5,1824110.7,1827618.3,1824168.3,1805236.7,1812750.4,1832214.7,1855909.1,1898005.8,1926429.6,1956505.7,1990376.7,2032489.9,2053873.6,2083024.8,2102451.8,2139996.4,2150559.7,2163607.8,2185638.5,2206537.0,2355321.1,2297865.3,2273274.0,2567169.7,2401771.0
"96000","Southwest","2","Population (midperiod, persons) 1/",37279567,37410826,37544483,37680123,37802776,37924111,38063815,38209708,38345213,38477999,38619858,38757483,38876723,38996543,39141539,39300894,39446115,39590145,39752823,39920945,40071293,40222573,40380115,40531481,40668442,40806560,40946703,41077277,41191528,41303943,41429592,41553117,41658935,41767559,41896415,42032252,42151426,42273573,42416382,42566321,42698651,42815363,42936764,43067308,43185282,43307740
"96000","Southwest","3","Per capita personal income (dollars) 2/",36764,37452,38011,38439,39678,40089,40517,40634,41744,42099,41795,43111,42212,42710,42948,43217,44305,44988,45449,45739,45654,45350,45260,45006,44389,44423,44746,45181,46078,46640,47225,47900,48789,49174,49718,50020,50769,50872,51009,51347,51677,55011,53517,52784,59445,55458
"97000","Rocky Mountain","1","Personal income (millions of dollars, seasonally adjusted)",398378.9,403903.3,411049.7,419176.1,433247.9,437891.9,443667.5,446783.3,458915.6,464805.0,463540.9,484923.6,477065.1,484521.9,490018.7,495015.0,509044.7,519307.5,526843.2,536551.8,545912.4,550021.1,552730.4,554803.8,556751.2,559951.7,565335.9,572146.8,585952.0,594506.3,602485.2,613359.9,628129.5,636178.7,645574.4,652688.1,671995.9,676132.6,679717.3,686539.5,704398.2,746912.9,715455.7,724457.5,807139.5,757232.1
"97000","Rocky Mountain","2","Population (midperiod, persons) 1/",10895597,10931385,10967768,11003399,11035497,11068388,11104502,11140496,11173645,11206982,11245880,11286607,11321984,11358630,11398380,11438081,11473713,11509929,11553552,11600700,11642563,11685592,11733709,11783055,11828392,11874950,11923013,11968984,12010245,12051991,12097419,12142030,12181611,12223157,12266300,12307071,12343251,12380995,12422164,12463019,12498700,12531543,12567226,12605557,12637747,12672272
"97000","Rocky Mountain","3","Per capita personal income (dollars) 2/",36563,36949,37478,38095,39259,39562,39954,40104,41071,41475,41219,42965,42136,42657,42990,43278,44366,45118,45600,46252,46889,47068,47106,47085,47069,47154,47416,47802,48788,49328,49803,50515,51564,52047,52630,53034,54442,54611,54718,55086,56358,59603,56930,57471,63867,59755
"98000","Far West","1","Personal income (millions of dollars, seasonally adjusted)",2189442.0,2222296.0,2234725.3,2279226.1,2342899.0,2352831.9,2376521.3,2388844.5,2465018.0,2495946.9,2495532.8,2613838.5,2508862.8,2545423.6,2572568.9,2607002.0,2653265.4,2705648.5,2763332.7,2806248.0,2871394.7,2913845.3,2943184.1,2971455.0,3018186.7,3035302.9,3065475.4,3096966.2,3156759.7,3183299.9,3211684.7,3253832.1,3307908.8,3348970.3,3392127.5,3421270.9,3488987.1,3514162.4,3535222.1,3573612.5,3644806.7,3894582.1,3905905.8,3819285.5,4224089.7,4024574.5
"98000","Far West","2","Population (midperiod, persons) 1/",52519527,52630097,52748062,52875263,52984672,53092558,53216601,53340453,53449949,53556470,53681996,53808856,53910184,54010982,54138170,54277710,54398107,54517117,54659140,54806492,54929493,55053317,55192113,55329277,55447834,55568208,55694272,55811351,55906411,55998702,56096183,56179106,56238569,56301347,56367787,56420659,56451415,56485183,56533030,56576942,56597091,56590950,56592531,56612201,56612397,56612277
"98000","Far West","3","Per capita personal income (dollars) 2/",41688,42225,42366,43106,44218,44316,44658,44785,46118,46604,46487,48576,46538,47128,47519,48031,48775,49629,50556,51203,52274,52928,53326,53705,54433,54623,55041,55490,56465,56846,57253,57919,58819,59483,60178,60639,61805,62214,62534,63164,64399,68820,69018,67464,74614,71090
"Legend / Footnotes:"
"1/ Midquarter population estimates by state are derived by BEA based on unpublished Census Bureau estimates of beginning-of-month population. Quarterly estimates for 2010-2021 reflect unpublished monthly population estimates available as of February 2021. These population estimates are based on the 2010 census. BEA will incorporate Census Bureau population estimates based on the 2020 census results when they become available."
"2/ Per capita personal income is total personal income divided by total quarterly population estimates. BEA state per capita personal income statistics are calculated using BEA derived midquarter population estimates based on unpublished Census Bureau estimates of beginning-of-month population. These midquarter estimates are based on the 2010 census. BEA will incorporate Census Bureau population estimates based on the 2020 census results when they become available."
"* Estimates prior to 1950 are not available for Alaska and Hawaii."
"Note. Millions of dollars, seasonally adjusted at annual rates. All dollar estimates are in current dollars (not adjusted for inflation). Calculations are performed on unrounded data."
"Last updated: September 23, 2021-- new statistics for 2021:Q2; revised statistics for 1998:Q1-2021:Q1."
